ID,F_p,638 Red(Peak)
17983,2,2
17984,12,12
17985,0,0
17986,61,61
17987,22,22
17988,7,7
17989,55,55
17990,3,3
17991,59,59
17992,26,26
17993,17,17
17994,45,45
17995,21,21
17996,62,62
17997,0,0
17998,52,52
17999,20,20
18000,22,22
18001,154,154
18002,2,2
18003,34,34
18004,63,63
18005,15,15
18006,11,11
18007,22,22
18008,72,72
18009,0,0
18010,21,21
18011,73,73
18012,49,49
18013,39,39
18014,0,0
18015,11,11
18016,15,15
18017,9,9
18018,30,30
18019,18,18
18020,36,36
18021,44,44
18022,19,19
18023,21,21
18024,15,15
18025,45,45
18026,55,55
18027,49,49
18028,12,12
18029,85,85
18030,25,25
18031,2,2
18032,32,32
18033,1,1
18034,14,14
18035,0,0
18036,11,11
18037,12,12
18038,7,7
18039,29,29
18040,0,0
18041,19,19
18042,40,40
18043,0,0
18044,10,10
18045,53,53
18046,59,59
18047,50,50
18048,20,20
18049,52,52
18050,82,82
18051,0,0
18052,39,39
18053,61,61
18054,33,33
18055,14,14
18056,15,15
18057,15,15
18058,27,27
18059,23,23
18060,15,15
18061,65,65
18062,14,14
18063,41,41
18064,11,11
18065,44,44
18066,30,30
18067,5,5
18068,52,52
18069,46,46
18070,45,45
18071,74,74
18072,118,118
18073,66,66
18074,17,17
18075,30,30
18076,24,24
18077,0,0
18078,26,26
18079,15,15
18080,10,10
18081,88,88
18082,19,19
18083,56,56
18084,18,18
18085,114,114
18086,0,0
18087,24,24
18088,33,33
18089,0,0
18090,19,19
18091,20,20
18092,19,19
18093,4,4
18094,45,45
18095,32,32
18096,12,12
18097,50,50
18098,0,0
18099,12,12
18100,22,22
18101,79,79
18102,66,66
18103,73,73
18104,27,27
18105,36,36
18106,106,106
18107,1,1
18108,37,37
18109,136,136
18110,13,13
18111,54,54
18112,43,43
18113,105,105
18114,27,27
18115,4,4
18116,103,103
18117,23,23
18118,11,11
18119,28,28
18120,11,11
18121,25,25
18122,31,31
18123,6,6
18124,95,95
18125,47,47
18126,33,33
18127,19,19
18128,75,75
18129,86,86
18130,35,35
18131,140,140
18132,0,0
18133,0,0
18134,6,6
18135,1,1
18136,63,63
18137,17,17
18138,33,33
18139,7,7
18140,27,27
18141,23,23
18142,107,107
18143,63,63
18144,26,26
18145,11,11
18146,88,88
18147,45,45
18148,8,8
18149,10,10
18150,43,43
18151,37,37
18152,25,25
18153,54,54
18154,44,44
18155,12,12
18156,50,50
18157,56,56
18158,0,0
18159,15,15
18160,13,13
18161,39,39
18162,5,5
18163,15,15
18164,26,26
18165,48,48
18166,17,17
18167,15,15
18168,42,42
18169,22,22
18170,27,27
18171,42,42
18172,33,33
18173,64,64
18174,23,23
18175,0,0
18176,26,26
18177,64,64
18178,31,31
18179,51,51
18180,27,27
18181,3,3
18182,7,7
18183,18,18
18184,44,44
18185,35,35
18186,38,38
18187,7,7
18188,8,8
18189,12,12
18190,92,92
18191,43,43
18192,25,25
18193,15,15
18194,19,19
18195,37,37
18196,11,11
18197,47,47
18198,63,63
18199,46,46
18200,2,2
18201,68,68
18202,80,80
18203,29,29
18204,0,0
18205,10,10
18206,10,10
18207,37,37
18208,1,1
18209,3,3
18210,23,23
18211,14,14
18212,64,64
18213,14,14
18214,34,34
18215,6,6
18216,10,10
18217,16,16
18218,10,10
18219,49,49
18220,58,58
18221,55,55
18222,17,17
18223,5,5
18224,50,50
18225,14,14
18226,47,47
18227,19,19
18228,22,22
18229,26,26
18230,139,139
18231,54,54
18232,0,0
18233,55,55
18234,22,22
18235,32,32
18236,42,42
18237,50,50
18238,20,20
18239,131,131
18240,2,2
18241,23,23
18242,12,12
18243,8,8
18244,44,44
18245,7,7
18246,1,1
18247,29,29
18248,18,18
18249,6,6
18250,121,121
18251,33,33
18252,84,84
18253,24,24
18254,103,103
18255,16,16
18256,0,0
18257,8,8
18258,31,31
18259,22,22
18260,0,0
18261,30,30
18262,133,133
18263,28,28
18264,67,67
18265,34,34
18266,33,33
18267,41,41
18268,42,42
18269,135,135
18270,97,97
18271,2,2
18272,43,43
18273,59,59
18274,38,38
18275,51,51
18276,3,3
18277,12,12
18278,24,24
18279,42,42
18280,50,50
18281,8,8
18282,12,12
18283,36,36
18284,10,10
18285,59,59
18286,2,2
18287,31,31
18288,42,42
18289,16,16
18290,25,25
18291,14,14
18292,17,17
18293,88,88
18294,9,9
18295,29,29
18296,29,29
18297,20,20
18298,39,39
18299,7,7
18300,113,113
18301,47,47
18302,18,18
18303,17,17
18304,5,5
18305,44,44
18306,9,9
18307,27,27
18308,18,18
18309,30,30
18310,21,21
18311,62,62
18312,20,20
18313,26,26
18314,13,13
18315,23,23
18316,99,99
18317,30,30
18318,82,82
18319,6,6
18320,63,63
18321,15,15
18322,20,20
18323,66,66
18324,19,19
18325,24,24
18326,0,0
18327,31,31
18328,64,64
18329,21,21
18330,44,44
18331,15,15
18332,40,40
18333,25,25
18334,66,66
18335,5,5
18336,42,42
18337,26,26
18338,59,59
18339,11,11
18340,22,22
18341,32,32
18342,9,9
18343,1,1
18344,20,20
18345,146,146
18346,32,32
18347,22,22
18348,29,29
18349,17,17
18350,74,74
18351,42,42
18352,35,35
18353,24,24
18354,40,40
18355,17,17
18356,14,14
18357,2,2
18358,52,52
18359,53,53
18360,6,6
18361,19,19
18362,27,27
18363,0,0
18364,17,17
18365,42,42
18366,34,34
18367,0,0
18368,30,30
18369,9,9
18370,11,11
18371,10,10
18372,122,122
18373,26,26
18374,212,212
18375,37,37
18376,10,10
18377,47,47
18378,115,115
18379,0,0
18380,25,25
18381,81,81
18382,7,7
18383,25,25
18384,48,48
18385,19,19
18386,3,3
18387,40,40
18388,16,16
18389,24,24
18390,7,7
18391,88,88
18392,8,8
18393,0,0
18394,51,51
18395,31,31
18396,43,43
18397,43,43
18398,58,58
18399,8,8
18400,14,14
18401,24,24
18402,31,31
18403,27,27
18404,28,28
18405,12,12
18406,21,21
18407,14,14
18408,0,0
18409,23,23
18410,15,15
18411,0,0
18412,28,28
18413,21,21
18414,26,26
18415,18,18
18416,2,2
18417,32,32
18418,120,120
18419,26,26
18420,8,8
18421,26,26
18422,22,22
18423,33,33
18424,10,10
18425,3,3
18426,15,15
18427,25,25
18428,20,20
18429,22,22
18430,8,8
18431,62,62
18432,14,14
18433,51,51
18434,0,0
18435,34,34
18436,27,27
18437,63,63
18438,97,97
18439,40,40
18440,19,19
18441,38,38
18442,0,0
18443,105,105
18444,27,27
18445,125,125
18446,22,22
18447,41,41
18448,4,4
18449,70,70
18450,58,58
18451,18,18
18452,24,24
18453,18,18
18454,32,32
18455,7,7
18456,55,55
18457,0,0
18458,0,0
18459,7,7
18460,3,3
18461,34,34
18462,9,9
18463,79,79
18464,78,78
18465,13,13
18466,49,49
18467,16,16
18468,43,43
18469,83,83
18470,24,24
18471,58,58
18472,18,18
18473,26,26
18474,4,4
18475,3,3
18476,23,23
18477,56,56
18478,65,65
18479,47,47
18480,8,8
18481,7,7
18482,30,30
18483,44,44
18484,69,69
18485,43,43
18486,23,23
18487,23,23
18488,30,30
18489,20,20
18490,32,32
18491,20,20
18492,19,19
18493,31,31
18494,8,8
18495,51,51
18496,6,6
18497,26,26
18498,43,43
18499,13,13
18500,21,21
18501,12,12
18502,47,47
18503,0,0
18504,59,59
18505,15,15
18506,9,9
18507,19,19
18508,72,72
18509,34,34
18510,72,72
18511,93,93
18512,14,14
18513,38,38
18514,49,49
18515,60,60
18516,26,26
18517,43,43
18518,59,59
18519,19,19
18520,44,44
18521,33,33
18522,14,14
18523,61,61
18524,8,8
18525,28,28
18526,141,141
18527,56,56
18528,17,17
18529,58,58
18530,26,26
18531,25,25
18532,53,53
18533,24,24
18534,42,42
18535,46,46
18536,108,108
18537,59,59
18538,39,39
18539,62,62
18540,47,47
18541,16,16
18542,6,6
18543,6,6
18544,34,34
18545,46,46
18546,46,46
18547,42,42
18548,29,29
18549,9,9
18550,3,3
18551,14,14
18552,41,41
18553,15,15
18554,49,49
18555,40,40
18556,59,59
18557,54,54
18558,32,32
18559,53,53
18560,39,39
18561,44,44
18562,4,4
18563,31,31
18564,39,39
18565,53,53
18566,18,18
18567,20,20
18568,10,10
18569,16,16
18570,77,77
18571,6,6
18572,4,4
18573,22,22
18574,38,38
18575,5,5
18576,28,28
18577,27,27
18578,34,34
18579,23,23
18580,31,31
18581,16,16
18582,9,9
18583,34,34
18584,7,7
18585,19,19
18586,25,25
18587,66,66
18588,21,21
18589,0,0
18590,40,40
18591,49,49
18592,44,44
18593,8,8
18594,23,23
18595,2,2
18596,117,117
18597,38,38
18598,27,27
18599,41,41
18600,7,7
18601,13,13
18602,22,22
18603,98,98
18604,34,34
18605,1,1
18606,1,1
18607,8,8
18608,4,4
18609,23,23
18610,21,21
18611,22,22
18612,29,29
18613,0,0
18614,38,38
18615,41,41
18616,11,11
18617,36,36
18618,35,35
18619,65,65
18620,37,37
18621,37,37
18622,34,34
18623,2,2
18624,33,33
18625,81,81
18626,39,39
18627,18,18
18628,8,8
18629,14,14
18630,14,14
18631,85,85
18632,67,67
18633,35,35
18634,18,18
18635,34,34
18636,6,6
18637,2,2
18638,0,0
18639,64,64
18640,12,12
18641,45,45
18642,87,87
18643,52,52
18644,3,3
18645,30,30
18646,2,2
18647,6,6
18648,66,66
18649,14,14
18650,11,11
18651,20,20
18652,27,27
18653,43,43
18654,34,34
18655,35,35
18656,41,41
18657,8,8
18658,112,112
18659,25,25
18660,10,10
18661,62,62
18662,116,116
18663,31,31
18664,57,57
18665,60,60
18666,35,35
18667,55,55
18668,6,6
18669,30,30
18670,47,47
18671,75,75
18672,16,16
18673,40,40
18674,33,33
18675,80,80
18676,8,8
18677,0,0
18678,20,20
18679,48,48
18680,46,46
18681,19,19
18682,23,23
18683,33,33
18684,3,3
18685,20,20
18686,62,62
18687,19,19
18688,32,32
18689,32,32
18690,54,54
18691,17,17
18692,36,36
18693,66,66
18694,25,25
18695,56,56
18696,0,0
18697,10,10
18698,53,53
18699,41,41
18700,44,44
18701,62,62
18702,23,23
18703,42,42
18704,44,44
18705,0,0
18706,17,17
18707,53,53
18708,0,0
18709,0,0
18710,16,16
18711,6,6
18712,23,23
18713,70,70
18714,20,20
18715,19,19
18716,17,17
18717,47,47
18718,23,23
18719,12,12
18720,13,13
18721,3,3
18722,25,25
18723,43,43
18724,7,7
18725,115,115
18726,59,59
18727,8,8
18728,21,21
18729,55,55
18730,54,54
18731,10,10
18732,29,29
18733,8,8
18734,24,24
18735,18,18
18736,62,62
18737,26,26
18738,3,3
18739,62,62
18740,3,3
18741,29,29
18742,9,9
18743,15,15
18744,21,21
18745,8,8
18746,61,61
18747,6,6
18748,21,21
18749,37,37
18750,48,48
18751,15,15
18752,31,31
18753,59,59
18754,22,22
18755,25,25
18756,26,26
18757,14,14
18758,13,13
18759,23,23
18760,25,25
18761,13,13
18762,40,40
18763,10,10
18764,97,97
18765,21,21
18766,80,80
18767,18,18
18768,19,19
18769,4,4
18770,5,5
18771,21,21
18772,77,77
18773,23,23
18774,2,2
18775,8,8
18776,12,12
18777,20,20
18778,43,43
18779,17,17
18780,20,20
18781,65,65
18782,36,36
18783,24,24
18784,22,22
18785,18,18
18786,67,67
18787,18,18
18788,29,29
18789,76,76
18790,24,24
18791,23,23
18792,50,50
18793,7,7
18794,27,27
18795,44,44
18796,12,12
18797,5,5
18798,21,21
18799,26,26
18800,30,30
18801,29,29
18802,50,50
18803,13,13
18804,14,14
18805,0,0
18806,18,18
18807,6,6
18808,1,1
18809,53,53
18810,33,33
18811,31,31
18812,36,36
18813,0,0
18814,28,28
18815,23,23
18816,36,36
18817,36,36
18818,46,46
18819,94,94
18820,16,16
18821,7,7
18822,22,22
18823,13,13
18824,27,27
18825,8,8
18826,0,0
18827,25,25
18828,34,34
18829,68,68
18830,84,84
18831,48,48
18832,29,29
18833,75,75
18834,44,44
18835,60,60
18836,68,68
18837,69,69
18838,29,29
18839,25,25
18840,13,13
18841,12,12
18842,3,3
18843,94,94
18844,19,19
18845,61,61
18846,20,20
18847,1,1
18848,12,12
18849,67,67
18850,2,2
18851,44,44
18852,0,0
18853,11,11
18854,108,108
18855,28,28
18856,13,13
18857,91,91
18858,27,27
18859,28,28
18860,66,66
18861,20,20
18862,41,41
18863,35,35
18864,35,35
18865,84,84
18866,36,36
18867,43,43
18868,45,45
18869,6,6
18870,63,63
18871,3,3
18872,10,10
18873,18,18
18874,75,75
18875,26,26
18876,14,14
18877,14,14
18878,48,48
18879,15,15
18880,0,0
18881,30,30
18882,46,46
18883,14,14
18884,44,44
18885,2,2
18886,25,25
18887,41,41
18888,113,113
18889,5,5
18890,28,28
18891,28,28
18892,14,14
18893,38,38
18894,13,13
18895,48,48
18896,24,24
18897,83,83
18898,16,16
18899,40,40
18900,37,37
18901,75,75
18902,37,37
18903,7,7
18904,32,32
18905,25,25
18906,0,0
18907,29,29
18908,194,194
18909,75,75
18910,7,7
18911,13,13
18912,43,43
18913,32,32
18914,13,13
18915,69,69
18916,22,22
18917,40,40
18918,30,30
18919,4,4
18920,29,29
18921,0,0
18922,44,44
18923,5,5
18924,45,45
18925,3,3
18926,37,37
18927,149,149
18928,3,3
18929,21,21
18930,2,2
18931,63,63
18932,33,33
18933,24,24
18934,70,70
18935,38,38
18936,164,164
18937,0,0
18938,31,31
18939,17,17
18940,34,34
18941,0,0
18942,36,36
18943,53,53
18944,15,15
18945,16,16
18946,49,49
18947,17,17
18948,42,42
18949,17,17
18950,21,21
18951,51,51
18952,40,40
18953,44,44
18954,65,65
18955,53,53
18956,5,5
18957,15,15
18958,3,3
18959,13,13
18960,32,32
18961,17,17
18962,74,74
18963,0,0
18964,8,8
18965,16,16
18966,36,36
18967,29,29
18968,40,40
18969,15,15
18970,2,2
18971,45,45
18972,56,56
18973,59,59
18974,33,33
18975,15,15
18976,50,50
18977,0,0
18978,61,61
18979,14,14
18980,37,37
18981,27,27
18982,73,73
18983,19,19
18984,552,552
18985,25,25
18986,30,30
18987,11,11
18988,21,21
18989,6,6
18990,16,16
18991,47,47
18992,49,49
18993,0,0
18994,21,21
18995,33,33
18996,0,0
18997,0,0
18998,69,69
18999,26,26
19000,3,3
19001,32,32
19002,0,0
19003,88,88
19004,78,78
19005,62,62
19006,32,32
19007,87,87
19008,94,94
19009,6,6
19010,53,53
19011,33,33
19012,16,16
19013,31,31
19014,11,11
19015,33,33
19016,11,11
19017,7,7
19018,53,53
19019,46,46
19020,70,70
19021,20,20
19022,0,0
19023,37,37
19024,20,20
19025,42,42
19026,15,15
19027,49,49
19028,8,8
19029,9,9
19030,14,14
19031,66,66
19032,21,21
19033,4,4
19034,66,66
19035,18,18
19036,22,22
19037,35,35
19038,15,15
19039,0,0
19040,38,38
19041,42,42
19042,61,61
19043,14,14
19044,12,12
19045,57,57
19046,54,54
19047,100,100
19048,18,18
19049,48,48
19050,22,22
19051,26,26
19052,0,0
19053,43,43
19054,234,234
19055,19,19
19056,16,16
19057,24,24
19058,22,22
19059,25,25
19060,42,42
19061,62,62
19062,0,0
19063,61,61
19064,62,62
19065,44,44
19066,37,37
19067,0,0
19068,22,22
19069,46,46
19070,2,2
19071,0,0
19072,20,20
19073,48,48
19074,98,98
19075,11,11
19076,19,19
19077,12,12
19078,1,1
19079,58,58
19080,55,55
19081,35,35
19082,49,49
19083,73,73
19084,0,0
19085,29,29
19086,21,21
19087,22,22
19088,67,67
19089,11,11
19090,61,61
19091,12,12
19092,0,0
19093,16,16
19094,40,40
19095,98,98
19096,42,42
19097,4,4
19098,69,69
19099,40,40
19100,40,40
19101,121,121
19102,46,46
19103,40,40
19104,31,31
19105,26,26
19106,20,20
19107,29,29
19108,7,7
19109,36,36
19110,14,14
19111,14,14
19112,37,37
19113,18,18
19114,0,0
19115,18,18
19116,4,4
19117,25,25
19118,33,33
19119,81,81
19120,24,24
19121,22,22
19122,55,55
19123,40,40
19124,19,19
19125,9,9
19126,53,53
19127,46,46
19128,72,72
19129,42,42
19130,5,5
19131,48,48
19132,53,53
19133,58,58
19134,43,43
19135,23,23
19136,45,45
19137,7,7
19138,7,7
19139,12,12
19140,14,14
19141,0,0
19142,52,52
19143,23,23
19144,32,32
19145,31,31
19146,10,10
19147,7,7
19148,23,23
19149,19,19
19150,0,0
19151,69,69
19152,23,23
19153,1,1
19154,19,19
19155,49,49
19156,54,54
19157,23,23
19158,41,41
19159,18,18
19160,29,29
19161,19,19
19162,48,48
19163,67,67
19164,143,143
19165,32,32
19166,18,18
19167,26,26
19168,29,29
19169,2,2
19170,0,0
19171,29,29
19172,107,107
19173,21,21
19174,16,16
19175,59,59
19176,0,0
19177,40,40
19178,5,5
19179,51,51
19180,35,35
19181,13,13
19182,9,9
19183,25,25
19184,27,27
19185,26,26
19186,72,72
19187,22,22
19188,41,41
19189,18,18
19190,11,11
19191,19,19
19192,82,82
19193,9,9
19194,15,15
19195,1,1
19196,46,46
19197,0,0
19198,5,5
19199,70,70
19200,9,9
19201,3,3
19202,43,43
19203,77,77
19204,13,13
19205,79,79
19206,42,42
19207,23,23
19208,13,13
19209,83,83
19210,0,0
19211,8,8
19212,35,35
19213,34,34
19214,63,63
19215,16,16
19216,32,32
19217,24,24
19218,19,19
19219,49,49
19220,24,24
19221,5,5
19222,13,13
19223,55,55
19224,17,17
19225,29,29
19226,13,13
19227,25,25
19228,27,27
19229,51,51
19230,19,19
19231,31,31
19232,27,27
19233,29,29
19234,77,77
19235,8,8
19236,192,192
19237,51,51
19238,17,17
19239,1,1
19240,51,51
19241,0,0
19242,32,32
19243,34,34
19244,52,52
19245,14,14
19246,53,53
19247,30,30
19248,23,23
19249,49,49
19250,28,28
19251,26,26
19252,27,27
19253,72,72
19254,0,0
19255,32,32
19256,34,34
19257,126,126
19258,46,46
19259,26,26
19260,29,29
19261,24,24
19262,23,23
19263,106,106
19264,76,76
19265,20,20
19266,34,34
19267,61,61
19268,26,26
19269,76,76
19270,9,9
19271,44,44
19272,23,23
19273,0,0
19274,17,17
19275,18,18
19276,26,26
19277,33,33
19278,33,33
19279,27,27
19280,14,14
19281,1,1
19282,42,42
19283,88,88
19284,23,23
19285,0,0
19286,108,108
19287,45,45
19288,22,22
19289,0,0
19290,40,40
19291,8,8
19292,5,5
19293,16,16
19294,62,62
19295,36,36
19296,12,12
19297,8,8
19298,51,51
19299,40,40
19300,41,41
19301,67,67
19302,37,37
19303,100,100
19304,27,27
19305,49,49
19306,3,3
19307,43,43
19308,37,37
19309,24,24
19310,0,0
19311,32,32
19312,9,9
19313,51,51
19314,14,14
19315,31,31
19316,52,52
19317,0,0
19318,26,26
19319,57,57
19320,41,41
19321,28,28
19322,0,0
19323,54,54
19324,0,0
19325,35,35
19326,0,0
19327,58,58
19328,38,38
19329,44,44
19330,96,96
19331,8,8
19332,50,50
19333,82,82
19334,40,40
19335,58,58
19336,20,20
19337,20,20
19338,34,34
19339,0,0
19340,159,159
19341,70,70
19342,11,11
19343,66,66
19344,67,67
19345,66,66
19346,54,54
19347,14,14
19348,42,42
19349,17,17
19350,122,122
19351,52,52
19352,43,43
19353,8,8
19354,6,6
19355,7,7
19356,17,17
19357,24,24
19358,25,25
19359,11,11
19360,17,17
19361,0,0
19362,35,35
19363,15,15
19364,86,86
19365,38,38
19366,45,45
19367,37,37
19368,43,43
19369,20,20
19370,37,37
19371,17,17
19372,31,31
19373,33,33
19374,16,16
19375,44,44
19376,14,14
19377,36,36
19378,29,29
19379,0,0
19380,5,5
19381,23,23
19382,19,19
19383,35,35
19384,19,19
19385,7,7
19386,35,35
19387,0,0
19388,1,1
19389,27,27
19390,44,44
19391,0,0
19392,16,16
19393,4,4
19394,30,30
19395,91,91
19396,16,16
19397,42,42
19398,16,16
19399,0,0
19400,24,24
19401,14,14
19402,18,18
19403,43,43
19404,27,27
19405,34,34
19406,0,0
19407,0,0
19408,11,11
19409,23,23
19410,10,10
19411,42,42
19412,14,14
19413,13,13
19414,4,4
19415,0,0
19416,17,17
19417,4,4
19418,0,0
19419,39,39
19420,8,8
19421,20,20
19422,26,26
19423,22,22
19424,3,3
19425,63,63
19426,29,29
19427,57,57
19428,76,76
19429,14,14
19430,26,26
19431,43,43
19432,7,7
19433,14,14
19434,0,0
19435,25,25
19436,36,36
19437,32,32
19438,81,81
19439,14,14
19440,48,48
19441,4,4
19442,38,38
19443,92,92
19444,13,13
19445,42,42
19446,29,29
19447,52,52
19448,29,29
19449,0,0
19450,20,20
19451,17,17
19452,20,20
19453,54,54
19454,56,56
19455,23,23
19456,21,21
19457,9,9
19458,55,55
19459,11,11
19460,69,69
19461,0,0
19462,1,1
19463,0,0
19464,19,19
19465,49,49
19466,26,26
19467,82,82
19468,34,34
19469,34,34
19470,25,25
19471,51,51
19472,48,48
19473,18,18
19474,5,5
19475,0,0
19476,7,7
19477,49,49
19478,40,40
19479,28,28
19480,35,35
19481,57,57
19482,15,15
19483,17,17
19484,16,16
19485,25,25
19486,23,23
19487,24,24
19488,43,43
19489,16,16
19490,57,57
19491,0,0
19492,70,70
19493,45,45
19494,30,30
19495,13,13
19496,143,143
19497,32,32
19498,10,10
19499,15,15
19500,38,38
19501,43,43
19502,16,16
19503,18,18
19504,27,27
19505,19,19
19506,51,51
19507,10,10
19508,14,14
19509,66,66
19510,14,14
19511,29,29
19512,18,18
19513,115,115
19514,16,16
19515,14,14
19516,27,27
19517,20,20
19518,8,8
19519,59,59
19520,7,7
19521,17,17
19522,55,55
19523,41,41
19524,24,24
19525,0,0
19526,13,13
19527,29,29
19528,31,31
19529,23,23
19530,30,30
19531,27,27
19532,13,13
19533,0,0
19534,0,0
19535,0,0
19536,0,0
19537,15,15
19538,58,58
19539,3,3
19540,28,28
19541,63,63
19542,45,45
19543,14,14
19544,6,6
19545,26,26
19546,13,13
19547,20,20
19548,12,12
19549,10,10
19550,15,15
19551,40,40
19552,43,43
19553,46,46
19554,18,18
19555,0,0
19556,44,44
19557,59,59
19558,71,71
19559,50,50
19560,27,27
19561,31,31
19562,26,26
19563,69,69
19564,32,32
19565,6,6
19566,54,54
19567,16,16
19568,12,12
19569,44,44
19570,69,69
19571,43,43
19572,80,80
19573,14,14
19574,67,67
19575,71,71
19576,35,35
19577,29,29
19578,29,29
19579,30,30
19580,140,140
19581,75,75
19582,7,7
19583,11,11
19584,27,27
19585,13,13
19586,7,7
19587,18,18
19588,35,35
19589,46,46
19590,5,5
19591,15,15
19592,62,62
19593,37,37
19594,11,11
19595,40,40
19596,46,46
19597,50,50
19598,21,21
19599,24,24
19600,24,24
19601,46,46
19602,55,55
19603,18,18
19604,18,18
19605,45,45
19606,1,1
19607,57,57
19608,54,54
19609,18,18
19610,28,28
19611,46,46
19612,31,31
19613,18,18
19614,15,15
19615,36,36
19616,5,5
19617,28,28
19618,51,51
19619,6,6
19620,31,31
19621,11,11
19622,6,6
19623,9,9
19624,33,33
19625,1,1
19626,8,8
19627,26,26
19628,40,40
19629,58,58
19630,13,13
19631,17,17
19632,7,7
19633,32,32
19634,19,19
19635,3,3
19636,3,3
19637,0,0
19638,2,2
19639,13,13
19640,38,38
19641,38,38
19642,71,71
19643,18,18
19644,10,10
19645,35,35
19646,23,23
19647,19,19
19648,91,91
19649,54,54
19650,6,6
19651,55,55
19652,16,16
19653,23,23
19654,4,4
19655,67,67
19656,78,78
19657,11,11
19658,26,26
19659,29,29
19660,0,0
19661,29,29
19662,20,20
19663,16,16
19664,10,10
19665,23,23
19666,15,15
19667,0,0
19668,106,106
19669,93,93
19670,50,50
19671,43,43
19672,29,29
19673,9,9
19674,6,6
19675,3,3
19676,0,0
19677,15,15
19678,19,19
19679,0,0
19680,5,5
19681,44,44
19682,35,35
19683,24,24
19684,35,35
19685,21,21
19686,43,43
19687,45,45
19688,11,11
19689,36,36
19690,25,25
19691,6,6
19692,8,8
19693,7,7
19694,62,62
19695,51,51
19696,0,0
19697,16,16
19698,26,26
19699,27,27
19700,4,4
19701,3,3
19702,19,19
19703,8,8
19704,97,97
19705,35,35
19706,8,8
19707,7,7
19708,31,31
19709,11,11
19710,62,62
19711,91,91
19712,0,0
19713,0,0
19714,5,5
19715,42,42
19716,27,27
19717,5,5
19718,16,16
19719,0,0
19720,23,23
19721,0,0
19722,34,34
19723,29,29
19724,18,18
19725,0,0
19726,56,56
19727,31,31
19728,46,46
19729,20,20
19730,79,79
19731,37,37
19732,0,0
19733,19,19
19734,4,4
19735,156,156
19736,67,67
19737,21,21
19738,3,3
19739,64,64
19740,16,16
19741,30,30
19742,42,42
19743,45,45
19744,33,33
19745,12,12
19746,52,52
19747,100,100
19748,62,62
19749,50,50
19750,25,25
19751,7,7
19752,3,3
19753,13,13
19754,12,12
19755,39,39
19756,34,34
19757,26,26
19758,11,11
19759,72,72
19760,21,21
19761,1,1
19762,25,25
19763,8,8
19764,0,0
19765,19,19
19766,59,59
19767,45,45
19768,23,23
19769,11,11
19770,69,69
19771,10,10
19772,3,3
19773,15,15
19774,64,64
19775,16,16
19776,24,24
19777,21,21
19778,38,38
19779,81,81
19780,27,27
19781,8,8
19782,43,43
19783,21,21
19784,14,14
19785,24,24
19786,31,31
19787,11,11
19788,65,65
19789,2,2
19790,19,19
19791,9,9
19792,17,17
19793,4,4
19794,17,17
19795,23,23
19796,22,22
19797,24,24
19798,4,4
19799,58,58
19800,72,72
19801,22,22
19802,42,42
19803,38,38
19804,36,36
19805,49,49
19806,79,79
19807,0,0
19808,116,116
19809,33,33
19810,54,54
19811,12,12
19812,25,25
19813,60,60
19814,56,56
19815,13,13
19816,23,23
19817,40,40
19818,40,40
19819,40,40
19820,104,104
19821,26,26
19822,22,22
19823,0,0
19824,18,18
19825,38,38
19826,0,0
19827,27,27
19828,3,3
19829,11,11
19830,10,10
19831,1,1
19832,45,45
19833,32,32
19834,53,53
19835,55,55
